,match_id,radiant_win
1,3164421565,False
2,3164421564,True
3,3164421563,True
4,3164421562,True
5,3164421560,True
6,3164421558,False
7,3164421554,True
8,3164421553,True
9,3164421552,False
10,3164421551,True
11,3164421550,True
12,3164421547,False
13,3164421546,False
14,3164421545,True
15,3164421540,False
16,3164421538,False
17,3164421535,False
18,3164421532,True
19,3164421530,False
20,3164421529,True
21,3164421528,False
22,3164421521,True
23,3164421520,False
24,3164421519,True
25,3164421517,False
26,3164421516,False
27,3164421508,False
28,3164421507,False
29,3164421506,False
30,3164421505,False
31,3164421503,False
32,3164421502,True
33,3164421487,False
34,3164421483,False
35,3164421482,True
36,3164421481,False
37,3164421480,False
38,3164421479,True
39,3164421478,False
40,3164421469,True
41,3164421467,True
42,3164421466,True
43,3164421465,True
44,3164421461,True
45,3164421460,True
46,3164421459,True
47,3164421455,True
48,3164421453,True
49,3164421450,False
50,3164421449,True
51,3164421448,True
52,3164421446,False
53,3164421444,True
54,3164421439,False
55,3164421438,False
56,3164421437,True
57,3164421435,True
58,3164421433,True
59,3164421432,False
60,3164421431,False
61,3164421425,False
62,3164421424,False
63,3164421423,False
64,3164421422,False
65,3164421421,False
66,3164421420,False
67,3164421419,False
68,3164421418,False
69,3164421417,False
70,3164421416,True
71,3164421415,False
72,3164421414,True
73,3164421413,True
74,3164421409,True
75,3164421405,False
76,3164421404,False
77,3164421399,False
78,3164421398,False
79,3164421397,True
80,3164421396,False
81,3164421395,False
82,3164421394,False
83,3164421393,False
84,3164421392,True
85,3164421391,True
86,3164421390,True
87,3164421388,True
88,3164421384,True
89,3164421382,True
90,3164421381,False
91,3164421380,False
92,3164421379,False
93,3164421378,True
94,3164421374,False
95,3164421373,True
96,3164421364,True
97,3164421363,False
98,3164421362,False
99,3164421358,False
100,3164421357,False
101,3164421356,True
102,3164421355,True
103,3164421354,False
104,3164421353,True
105,3164421345,False
106,3164421342,True
107,3164421341,True
108,3164421337,True
109,3164421335,True
110,3164421334,False
111,3164421330,False
112,3164421328,False
113,3164421326,True
114,3164421325,False
115,3164421324,True
116,3164421321,True
117,3164421320,True
118,3164421318,False
119,3164421317,False
120,3164421310,True
121,3164421309,False
122,3164421307,True
123,3164421306,False
124,3164421305,True
125,3164421304,True
126,3164421303,False
127,3164421302,True
128,3164421301,True
129,3164421299,True
130,3164421298,False
131,3164421297,False
132,3164421290,True
133,3164421289,True
134,3164421287,True
135,3164421286,True
136,3164421285,False
137,3164421284,True
138,3164421283,False
139,3164421279,True
140,3164421278,True
141,3164421276,True
142,3164421275,True
143,3164421274,True
144,3164421273,False
145,3164421263,False
146,3164421262,True
147,3164421260,True
148,3164421254,False
149,3164421249,False
150,3164421248,True
151,3164421247,True
152,3164421246,True
153,3164421245,False
154,3164421244,True
155,3164421243,False
156,3164421234,True
157,3164421233,False
158,3164421232,False
159,3164421231,False
160,3164421229,True
161,3164421228,True
162,3164421222,False
163,3164421221,False
164,3164421219,True
165,3164421218,True
166,3164421217,True
167,3164421214,False
168,3164421213,True
169,3164421209,False
170,3164421207,False
171,3164421206,False
172,3164421205,True
173,3164421204,False
174,3164421203,True
175,3164421202,False
176,3164421200,False
177,3164421195,False
178,3164421194,True
179,3164421192,False
180,3164421191,False
181,3164421189,True
182,3164421188,True
183,3164421186,True
184,3164421179,True
185,3164421178,False
186,3164421177,True
187,3164421176,True
188,3164421174,False
189,3164421173,False
190,3164421172,False
191,3164421171,False
192,3164421170,True
193,3164421169,False
194,3164421165,False
195,3164421164,True
196,3164421163,False
197,3164421159,False
198,3164421157,True
199,3164421156,True
200,3164421155,True
201,3164421153,True
202,3164421152,False
203,3164421151,True
204,3164421150,False
205,3164421148,True
206,3164421141,False
207,3164421140,True
208,3164421139,False
209,3164421138,True
210,3164421137,False
211,3164421130,True
212,3164421129,True
213,3164421128,True
214,3164421127,True
215,3164421126,False
216,3164421113,False
217,3164421112,True
218,3164421111,False
219,3164421110,False
220,3164421107,False
221,3164421106,False
222,3164421105,True
223,3164421103,True
224,3164421102,False
225,3164421095,True
226,3164421093,True
227,3164421092,True
228,3164421090,False
229,3164421089,True
230,3164421086,True
231,3164421083,False
232,3164421082,False
233,3164421077,False
234,3164421076,True
235,3164421075,False
236,3164421074,True
237,3164421070,True
238,3164421069,False
239,3164421068,False
240,3164421065,False
241,3164421064,False
242,3164421063,True
243,3164421058,False
244,3164421055,True
245,3164421054,True
246,3164421052,True
247,3164421051,False
248,3164421043,False
249,3164421042,False
250,3164421035,True
251,3164421034,True
252,3164421033,False
253,3164421026,False
254,3164421025,True
255,3164421024,True
256,3164421022,True
257,3164421021,False
258,3164421014,False
259,3164421004,False
260,3164421003,False
261,3164421002,False
262,3164421001,False
263,3164421000,False
264,3164420998,False
265,3164420993,True
266,3164420992,False
267,3164420987,True
268,3164420985,False
269,3164420984,True
270,3164420983,False
271,3164420982,True
272,3164420981,True
273,3164420974,True
274,3164420973,False
275,3164420972,True
276,3164420970,True
277,3164420969,False
278,3164420967,False
279,3164420966,False
280,3164420962,True
281,3164420959,False
282,3164420958,False
283,3164420957,False
284,3164420948,True
285,3164420947,False
286,3164420945,True
287,3164420944,True
288,3164420943,True
289,3164420934,True
290,3164420932,True
291,3164420930,False
292,3164420929,True
293,3164420928,True
294,3164420927,True
295,3164420926,True
296,3164420925,False
297,3164420924,True
298,3164420921,False
299,3164420920,False
300,3164420914,True
301,3164420913,False
302,3164420912,False
303,3164420911,False
304,3164420910,False
305,3164420909,False
306,3164420908,True
307,3164420907,True
308,3164420906,True
309,3164420900,True
310,3164420899,False
311,3164420898,True
312,3164420897,False
313,3164420896,True
314,3164420895,True
315,3164420894,True
316,3164420893,False
317,3164420892,False
318,3164420891,False
319,3164420890,True
320,3164420884,True
321,3164420883,False
322,3164420880,False
323,3164420878,False
324,3164420877,False
325,3164420876,False
326,3164420873,True
327,3164420867,True
328,3164420866,True
329,3164420864,True
330,3164420863,False
331,3164420856,True
332,3164420855,False
333,3164420852,False
334,3164420851,True
335,3164420850,True
336,3164420849,True
337,3164420848,False
338,3164420847,False
339,3164420843,True
340,3164420842,True
341,3164420841,True
342,3164420840,False
343,3164420831,True
344,3164420829,True
345,3164420826,False
346,3164420825,True
347,3164420824,True
348,3164420823,False
349,3164420822,True
350,3164420821,True
351,3164420814,False
352,3164420813,True
353,3164420809,True
354,3164420808,False
355,3164420807,False
356,3164420799,True
357,3164420798,False
358,3164420795,False
359,3164420791,False
360,3164420790,False
361,3164420789,False
362,3164420779,False
363,3164420778,True
364,3164420777,True
365,3164420776,True
366,3164420775,False
367,3164420774,False
368,3164420769,False
369,3164420766,True
370,3164420765,True
371,3164420764,False
372,3164420757,True
373,3164420756,True
374,3164420755,True
375,3164420754,True
376,3164420753,False
377,3164420752,False
378,3164420751,True
379,3164420750,False
380,3164420749,True
381,3164420743,False
382,3164420742,True
383,3164420741,False
384,3164420740,False
385,3164420739,True
386,3164420738,False
387,3164420737,False
388,3164420736,True
389,3164420735,False
390,3164420733,False
391,3164420727,False
392,3164420724,False
393,3164420723,False
394,3164420719,False
395,3164420709,True
396,3164420708,False
397,3164420706,False
398,3164420705,False
399,3164420704,True
400,3164420702,False
401,3164420701,True
402,3164420694,True
403,3164420693,False
404,3164420692,False
405,3164420691,True
406,3164420690,False
407,3164420688,False
408,3164420687,True
409,3164420674,True
410,3164420672,False
411,3164420671,True
412,3164420670,True
413,3164420667,False
414,3164420666,True
415,3164420658,True
416,3164420656,False
417,3164420654,True
418,3164420652,False
419,3164420650,True
420,3164420645,False
421,3164420644,True
422,3164420642,False
423,3164420640,True
424,3164420639,False
425,3164420638,True
426,3164420636,True
427,3164420635,True
428,3164420631,True
429,3164420630,False
430,3164420629,True
431,3164420626,True
432,3164420620,True
